"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","test_part","values","sum","mean","median","min","max","count","variance","sd","frequencies","all","subset"
"null","","null","html-keyboard-response","235","220472","0.0-11.0-4.22","","","","","","","","","","","","",""
"531","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/9445.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","51","html-keyboard-response","236","221006","0.0-11.0-5.22","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/9445.bmp'><img id='pleasant' class='center' src='scale/UnpleasantScale3.jpg'>","null","html-keyboard-response","237","221510","0.0-11.0-6.22","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","238","222014","0.0-11.0-7.22","","","","","","","","","","","","",""
"652","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/9445.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","51","html-keyboard-response","239","222666","0.0-11.0-8.22","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/9445.bmp'><img id='pleasant' class='center' src='scale/ArousalScale3.jpg'>","null","html-keyboard-response","240","223170","0.0-11.0-9.22","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","241","224175","0.0-11.0-0.23","fixation","","","","","","","","","","","",""
"null","","null","html-keyboard-response","242","224679","0.0-11.0-1.23","","","","","","","","","","","","",""
"2959","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/7547.bmp'><img id='pleasant' class='center' src='scale/BlankScalePleasant.png'>","50","html-keyboard-response","243","227638","0.0-11.0-2.23","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How pleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/7547.bmp'><img id='pleasant' class='center' src='scale/PleasantScale2.jpg'>","null","html-keyboard-response","244","228144","0.0-11.0-3.23","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","","null","html-keyboard-response","245","228650","0.0-11.0-4.23","","","","","","","","","","","","",""
"649","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/7547.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","50","html-keyboard-response","246","229300","0.0-11.0-5.23","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How unpleasant?</p> <img class='center' style='width:500px; height:500px;' src='stim/7547.bmp'><img id='pleasant' class='center' src='scale/UnpleasantScale2.jpg'>","null","html-keyboard-response","247","229807","0.0-11.0-6.23","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"286","","50","html-keyboard-response","248","230095","0.0-11.0-7.23","","","","","","","","","","","","",""
"1059","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/7547.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","50","html-keyboard-response","249","231155","0.0-11.0-8.23","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white; text-align:center;"">How arousing/exciting?</p> <img class='center' style='width:500px; height:500px;' src='stim/7547.bmp'><img id='pleasant' class='center' src='scale/ArousalScale2.jpg'>","null","html-keyboard-response","250","231659","0.0-11.0-9.23","","","0","NaN","","Infinity","-Infinity","0","0","0","[object Object]","true","[object Object]"
"null","<p style=""color:white;"">You have now completed the task! Saving data...PLEASE DO NOT CLOSE THIS BROWSER until you complete the second part.</p> <p style=""color:white;"">BEFORE THE LINK DISAPPEARS please move on to the second part of the task at this link to obtain your completion code:</p> <a href=https://survey.az1.qualtrics.com/SE/?SID=SV_9uARDX1aXEXq1pP&Q_JFE=0&workerId= target=""_blank"">https://survey.az1.qualtrics.com/SE/?SID=SV_9uARDX1aXEXq1pP&Q_JFE=0&workerId=</a>","null","html-keyboard-response","251","271662","0.0-12.0","","","","","","","","","","","","",""
